Job Title,Company Name,Location,Job Description
Principal Software Engineer,Coinbase,India (Remote),"About the job

Coinbase is committed to diversity in its workforce and is proud to be an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, gender, national origin, age, disability, veteran status, sex, gender expression or identity, sexual orientation or any other basis protected by applicable law. Coinbase will also consider for employment qualified applicants with criminal histories in a manner consistent with applicable federal, state and local law. For US applicants, you may view Pay Transparency, Employee Rights and Know Your Rights notices by clicking on their corresponding links. Additionally, Coinbase participates in the E-Verify program in certain locations, as required by law.




Coinbase is also committed to providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the employment process, please send an e-mail to accommodations[at]coinbase.com and let us know the nature of your request and your contact information. For quick access to screen reading technology compatible with this site click here to download a free compatible screen reader (free step by step tutorial can be found here).







Global Data Privacy Notice for Job Candidates and Applicants

Depending on your location, the General Data Protection Regulation (GDPR) and California Consumer Privacy Act (CCPA) may regulate the way we manage the data of job applicants. Our full notice outlining how data will be processed as part of the application procedure for applicable locations is available here. By submitting your application, you are agreeing to our use and processing of your data as required. For US applicants only, by submitting your application you are agreeing to arbitration of disputes as outlined here.",
Senior Staff Software Engineer - Platform,EkamApps,India (Remote),"About the job

Ready to be pushed beyond what you think you’re capable of?




At Coinbase, our mission is to increase economic freedom in the world. It’s a massive, ambitious opportunity that demands the best of us, every day, as we build the emerging onchain platform — and with it, the future global financial system.




To achieve our mission, we’re seeking a very specific candidate. We want someone who is passionate about our mission and who believes in the power of crypto and blockchain technology to update the financial system. We want someone who is eager to leave their mark on the world, who relishes the pressure and privilege of working with high caliber colleagues, and who actively seeks feedback to keep leveling up. We want someone who will run towards, not away from, solving the company’s hardest problems.




Our work culture is intense and isn’t for everyone. But if you want to build the future alongside others who excel in their disciplines and expect the same from you, there’s no better place to be.




The mission of the Platform Product Group engineers is to build a trusted, scalable and compliant platform to operate with speed, efficiency and quality. Our teams build and maintain the platforms critical to the existence of Coinbase. There are many teams that make up this group which include Product Foundations (i.e. Identity, Payment, Risk, Proofing & Regulatory, Finhub), Machine Learning, Customer Experience, and Infrastructure.




Payments platform team is diligently crafting innovative payment solutions aimed at empowering both individual consumers and large-scale institutions within the cryptocurrency ecosystem. We are developing state-of-the-art payment infrastructures and experiences to facilitate the seamless transition of traditional currency into the crypto landscape, thereby enhancing financial access. Our payment solutions are designed with a focus on simplicity and scalability, aiming to drive widespread adoption of crypto-centric products such as Decentralized Finance (DeFi), Decentralized Applications (DApps), and cryptocurrency exchanges.




Team is building solutions and services that facilitate the processing of hundreds of billions in payments across 100s of countries worldwide. The movement of funds stands as the central pillar of our operations, encompassing transactions like purchases, sales, deposits, withdrawals, and trades for both retail and institutional clients. Our extensive reach across multiple countries is made possible through our deep integrations with banking systems, credit cards, and digital wallets.




As a platform team, we cater not only to our external clientele but also serve our internal customers with equal dedication. In our line of work, each fund transfer is of paramount importance, necessitating consistency and timely execution every single time without fail.







What you’ll be doing (ie. job duties):

Architect and develop platform for the payments org
Provide technical structure to teams and work closely with management and stakeholders to define strategic roadmaps
Build new services to meet critical product and business needs using Golang / Java
Design scalable systems to solve novel problems with modern cloud technology and industry best practices.
Articulate a long term vision for maintaining and scaling our backend systems and the teams running them.
Work with engineers, designers, product managers and senior leadership to turn our product and technical vision into a tangible roadmap every quarter.
Write high quality, well tested code to meet the needs of your customers. Debugging extremely difficult technical problems, and making systems and products both work better and are easier to deploy, own, operate and diagnose.
Review all feature designs within your product area and across the company for cross-cutting projects. Be an owner of the security, safety, scale, operational integrity, and architectural clarity of these designs.










What we look for in you (ie. job requirements):

10+ years of experience in software engineering
You’ve 4+ years of experience in architecting large scale distributed systems
You’ve designed, built, scaled and maintained production services, and know how to compose a service oriented architecture.
You write high quality, well tested code to meet the needs of your customers.
You’re passionate about building an open financial system that brings the world together.
You possess strong technical skills for system design and coding
Excellent written and verbal communication skills, and a bias toward open, transparent cultural practices.







Nice to haves:

You have gone through a rapid growth in your company (from startup to mid-size).
Experience with growth experiments or A/B testing frameworks.
You have experience with Blockchain technology (such as Bitcoin, Ethereum etc..)
You’ve worked with Golang, Docker, Rails, Postgres, MongoDB or DynamoDB.










Commitment to Equal Opportunity

Coinbase is committed to diversity in its workforce and is proud to be an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, gender, national origin, age, disability, veteran status, sex, gender expression or identity, sexual orientation or any other basis protected by applicable law. Coinbase will also consider for employment qualified applicants with criminal histories in a manner consistent with applicable federal, state and local law. For US applicants, you may view Pay Transparency, Employee Rights and Know Your Rights notices by clicking on their corresponding links. Additionally, Coinbase participates in the E-Verify program in certain locations, as required by law.




Coinbase is also committed to providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the employment process, please send an e-mail to accommodations[at]coinbase.com and let us know the nature of your request and your contact information. For quick access to screen reading technology compatible with this site click here to download a free compatible screen reader (free step by step tutorial can be found here).







Global Data Privacy Notice for Job Candidates and Applicants

Depending on your location, the General Data Protection Regulation (GDPR) and California Consumer Privacy Act (CCPA) may regulate the way we manage the data of job applicants. Our full notice outlining how data will be processed as part of the application procedure for applicable locations is available here. By submitting your application, you are agreeing to our use and processing of your data as required. For US applicants only, by submitting your application you are agreeing to arbitration of disputes as outlined here.",
Sr. Golang Developer (Backend),EkamApps,India (Remote),"About the job

Job Title: Sr Golang Developer (Backend)

Experience: 6+ Years

Location: Remote




Key Responsibilities:

Design, develop, and maintain high-performance backend services and APIs using Golang.
Collaborate with cross-functional teams to define, design, and ship new features.
Optimize applications for maximum speed and scalability.
Implement security and data protection measures in all solutions.
Debug and resolve performance issues, bottlenecks, and production incidents.
Write clean, maintainable, and testable code following best practices.
Integrate data storage solutions, including SQL and NoSQL databases.
Participate in code reviews to maintain quality and provide constructive feedback.




Required Skills:

Proficiency in Golang with 6+ years of hands-on development experience.
Strong understanding of RESTful services, microservices architecture, and API design.
Experience with cloud platforms like AWS, GCP, or Azure.
Familiarity with containerization tools such as Docker and orchestration tools like Kubernetes.
Knowledge of database technologies (PostgreSQL, MySQL, MongoDB, etc.).
Experience with message queues like Kafka or RabbitMQ.
Proficient in CI/CD pipelines and version control systems like Git.
Solid understanding of software development lifecycle and agile methodologies.




Nice to Have

Experience with monitoring tools like Prometheus and Grafana.
Knowledge of caching mechanisms such as Redis or Memcached.
Familiarity with serverless architecture.
Understanding of GraphQL APIs.




Education

Bachelor’s degree in Computer Science, Engineering, or a related field."
"Staff Software Engineer, Backend - FinHub",EkamApps,India (Remote),"About the job

Ready to be pushed beyond what you think you’re capable of?




At Coinbase, our mission is to increase economic freedom in the world. It’s a massive, ambitious opportunity that demands the best of us, every day, as we build the emerging onchain platform — and with it, the future global financial system.




To achieve our mission, we’re seeking a very specific candidate. We want someone who is passionate about our mission and who believes in the power of crypto and blockchain technology to update the financial system. We want someone who is eager to leave their mark on the world, who relishes the pressure and privilege of working with high caliber colleagues, and who actively seeks feedback to keep leveling up. We want someone who will run towards, not away from, solving the company’s hardest problems.




Our work culture is intense and isn’t for everyone. But if you want to build the future alongside others who excel in their disciplines and expect the same from you, there’s no better place to be.

The mission of the Platform Product Group engineers is to build a trusted, scalable and compliant platform to operate with speed, efficiency and quality. Our teams build and maintain the platforms critical to the existence of Coinbase. There are many teams that make up this group which include Product Foundations (i.e. Identity, Payment, Risk, Proofing & Regulatory, Finhub), Machine Learning, Customer Experience, and Infrastructure.




The FinHub team is tasked with creating a platform for financial data. Providing accurate and timely financial information is critical for Coinbase. This platform and tooling around it would help improve the process for accounting and finance activities. It will also act as the golden source of truth for the related data.







What you’ll be doing (ie. job duties):

Architect and develop platform for the financial data
Provide technical structure to teams and work closely with management and stakeholders to define strategic roadmaps
Manage individual projects priorities, deadlines and deliverables with your technical expertise
Mentor and train other team members on design techniques and coding standards
Write high quality, well tested code to meet the needs of your customers
Hands-on with coding
Plan and Implement the multi-year strategy for Finhub engineering with the technical leadership on your team
Collaborate with engineers, designers, product managers and senior leadership to turn our vision into a tangible roadmap every quarter
Add positive energy in every meeting, and make your coworkers feel included in every interaction
Engage with upstream teams and enforce SLAs for data availability and quality




What we look for in you (ie. job requirements):

8+ years of experience in software engineering
You’ve 2+ years of experience in architecting big data systems around technologies like Apache Spark and Hive
Experience in uplevelling junior engineers via processes and setting a high bar for them to follow
You know what high quality code — and software engineering processes — look like and know how to foster an environment that creates them
You’re passionate about building an open financial system that brings the world together
You’ve worked on integrating with NetSuite APIs
You’ve worked on developing financial tools - Reconciliation, Ledgers, Balance matching
You’ve worked on transforming business / product data to accounting/financial domain
You’ve worked in integrating banking partners or have a knowledge of bank statements (API based, file based, SWIFT)




Nice to haves:

You’ve worked with Golang, gRPC, Docker, SnowFlake, Databricks and advance SQL
You’ve have experience of working with finance and accounting teams
You’ve experience in performance tuning of big data systems
You’ve experience working with Kyriba integration
You’ve experience working with fintech domain










Commitment to Equal Opportunity




Coinbase is committed to diversity in its workforce and is proud to be an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, gender, national origin, age, disability, veteran status, sex, gender expression or identity, sexual orientation or any other basis protected by applicable law. Coinbase will also consider for employment qualified applicants with criminal histories in a manner consistent with applicable federal, state and local law. For US applicants, you may view Pay Transparency, Employee Rights and Equal Employment Opportunity is the Law notices by clicking on their corresponding links. Additionally, Coinbase participates in the E-Verify program in certain locations, as required by law.




Coinbase is also committed to providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the employment process, please send an e-mail to accommodations[at]coinbase.com and let us know the nature of your request and your contact information. For quick access to screen reading technology compatible with this site click here to download a free compatible screen reader (free step by step tutorial can be found here).




Global Data Privacy Notice for Job Candidates and Applicants




Depending on your location, the General Data Protection Regulation (GDPR) and California Consumer Privacy Act (CCPA) may regulate the way we manage the data of job applicants. Our full notice outlining how data will be processed as part of the application procedure for applicable locations is available here. By submitting your application, you are agreeing to our use and processing of your data as required."
Sr. Golang Developer (Backend),EkamApps,India (Remote),"About the job

Job Title: Sr Golang Developer (Backend)

Experience: 6+ Years

Location: Remote




Key Responsibilities:

Design, develop, and maintain high-performance backend services and APIs using Golang.
Collaborate with cross-functional teams to define, design, and ship new features.
Optimize applications for maximum speed and scalability.
Implement security and data protection measures in all solutions.
Debug and resolve performance issues, bottlenecks, and production incidents.
Write clean, maintainable, and testable code following best practices.
Integrate data storage solutions, including SQL and NoSQL databases.
Participate in code reviews to maintain quality and provide constructive feedback.




Required Skills:

Proficiency in Golang with 6+ years of hands-on development experience.
Strong understanding of RESTful services, microservices architecture, and API design.
Experience with cloud platforms like AWS, GCP, or Azure.
Familiarity with containerization tools such as Docker and orchestration tools like Kubernetes.
Knowledge of database technologies (PostgreSQL, MySQL, MongoDB, etc.).
Experience with message queues like Kafka or RabbitMQ.
Proficient in CI/CD pipelines and version control systems like Git.
Solid understanding of software development lifecycle and agile methodologies.




Nice to Have

Experience with monitoring tools like Prometheus and Grafana.
Knowledge of caching mechanisms such as Redis or Memcached.
Familiarity with serverless architecture.
Understanding of GraphQL APIs.




Education

Bachelor’s degree in Computer Science, Engineering, or a related field.",
Sr. Golang Developer (Backend),EkamApps,India (Remote),"About the job

Job Title: Sr Golang Developer (Backend)

Experience: 6+ Years

Location: Remote




Key Responsibilities:

Design, develop, and maintain high-performance backend services and APIs using Golang.
Collaborate with cross-functional teams to define, design, and ship new features.
Optimize applications for maximum speed and scalability.
Implement security and data protection measures in all solutions.
Debug and resolve performance issues, bottlenecks, and production incidents.
Write clean, maintainable, and testable code following best practices.
Integrate data storage solutions, including SQL and NoSQL databases.
Participate in code reviews to maintain quality and provide constructive feedback.




Required Skills:

Proficiency in Golang with 6+ years of hands-on development experience.
Strong understanding of RESTful services, microservices architecture, and API design.
Experience with cloud platforms like AWS, GCP, or Azure.
Familiarity with containerization tools such as Docker and orchestration tools like Kubernetes.
Knowledge of database technologies (PostgreSQL, MySQL, MongoDB, etc.).
Experience with message queues like Kafka or RabbitMQ.
Proficient in CI/CD pipelines and version control systems like Git.
Solid understanding of software development lifecycle and agile methodologies.




Nice to Have

Experience with monitoring tools like Prometheus and Grafana.
Knowledge of caching mechanisms such as Redis or Memcached.
Familiarity with serverless architecture.
Understanding of GraphQL APIs.




Education

Bachelor’s degree in Computer Science, Engineering, or a related field.",
"Staff Software Engineer, Backend - FinHub",EkamApps,India (Remote),"About the job

Ready to be pushed beyond what you think you’re capable of?




At Coinbase, our mission is to increase economic freedom in the world. It’s a massive, ambitious opportunity that demands the best of us, every day, as we build the emerging onchain platform — and with it, the future global financial system.




To achieve our mission, we’re seeking a very specific candidate. We want someone who is passionate about our mission and who believes in the power of crypto and blockchain technology to update the financial system. We want someone who is eager to leave their mark on the world, who relishes the pressure and privilege of working with high caliber colleagues, and who actively seeks feedback to keep leveling up. We want someone who will run towards, not away from, solving the company’s hardest problems.




Our work culture is intense and isn’t for everyone. But if you want to build the future alongside others who excel in their disciplines and expect the same from you, there’s no better place to be.

The mission of the Platform Product Group engineers is to build a trusted, scalable and compliant platform to operate with speed, efficiency and quality. Our teams build and maintain the platforms critical to the existence of Coinbase. There are many teams that make up this group which include Product Foundations (i.e. Identity, Payment, Risk, Proofing & Regulatory, Finhub), Machine Learning, Customer Experience, and Infrastructure.




The FinHub team is tasked with creating a platform for financial data. Providing accurate and timely financial information is critical for Coinbase. This platform and tooling around it would help improve the process for accounting and finance activities. It will also act as the golden source of truth for the related data.







What you’ll be doing (ie. job duties):

Architect and develop platform for the financial data
Provide technical structure to teams and work closely with management and stakeholders to define strategic roadmaps
Manage individual projects priorities, deadlines and deliverables with your technical expertise
Mentor and train other team members on design techniques and coding standards
Write high quality, well tested code to meet the needs of your customers
Hands-on with coding
Plan and Implement the multi-year strategy for Finhub engineering with the technical leadership on your team
Collaborate with engineers, designers, product managers and senior leadership to turn our vision into a tangible roadmap every quarter
Add positive energy in every meeting, and make your coworkers feel included in every interaction
Engage with upstream teams and enforce SLAs for data availability and quality




What we look for in you (ie. job requirements):

8+ years of experience in software engineering
You’ve 2+ years of experience in architecting big data systems around technologies like Apache Spark and Hive
Experience in uplevelling junior engineers via processes and setting a high bar for them to follow
You know what high quality code — and software engineering processes — look like and know how to foster an environment that creates them
You’re passionate about building an open financial system that brings the world together
You’ve worked on integrating with NetSuite APIs
You’ve worked on developing financial tools - Reconciliation, Ledgers, Balance matching
You’ve worked on transforming business / product data to accounting/financial domain
You’ve worked in integrating banking partners or have a knowledge of bank statements (API based, file based, SWIFT)




Nice to haves:

You’ve worked with Golang, gRPC, Docker, SnowFlake, Databricks and advance SQL
You’ve have experience of working with finance and accounting teams
You’ve experience in performance tuning of big data systems
You’ve experience working with Kyriba integration
You’ve experience working with fintech domain










Commitment to Equal Opportunity




Coinbase is committed to diversity in its workforce and is proud to be an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, gender, national origin, age, disability, veteran status, sex, gender expression or identity, sexual orientation or any other basis protected by applicable law. Coinbase will also consider for employment qualified applicants with criminal histories in a manner consistent with applicable federal, state and local law. For US applicants, you may view Pay Transparency, Employee Rights and Equal Employment Opportunity is the Law notices by clicking on their corresponding links. Additionally, Coinbase participates in the E-Verify program in certain locations, as required by law.




Coinbase is also committed to providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the employment process, please send an e-mail to accommodations[at]coinbase.com and let us know the nature of your request and your contact information. For quick access to screen reading technology compatible with this site click here to download a free compatible screen reader (free step by step tutorial can be found here).




Global Data Privacy Notice for Job Candidates and Applicants




Depending on your location, the General Data Protection Regulation (GDPR) and California Consumer Privacy Act (CCPA) may regulate the way we manage the data of job applicants. Our full notice outlining how data will be processed as part of the application procedure for applicable locations is available here. By submitting your application, you are agreeing to our use and processing of your data as required.",
"Staff Software Engineer, Backend - FinHub",EkamApps,India (Remote),"About the job

Ready to be pushed beyond what you think you’re capable of?




At Coinbase, our mission is to increase economic freedom in the world. It’s a massive, ambitious opportunity that demands the best of us, every day, as we build the emerging onchain platform — and with it, the future global financial system.




To achieve our mission, we’re seeking a very specific candidate. We want someone who is passionate about our mission and who believes in the power of crypto and blockchain technology to update the financial system. We want someone who is eager to leave their mark on the world, who relishes the pressure and privilege of working with high caliber colleagues, and who actively seeks feedback to keep leveling up. We want someone who will run towards, not away from, solving the company’s hardest problems.




Our work culture is intense and isn’t for everyone. But if you want to build the future alongside others who excel in their disciplines and expect the same from you, there’s no better place to be.

The mission of the Platform Product Group engineers is to build a trusted, scalable and compliant platform to operate with speed, efficiency and quality. Our teams build and maintain the platforms critical to the existence of Coinbase. There are many teams that make up this group which include Product Foundations (i.e. Identity, Payment, Risk, Proofing & Regulatory, Finhub), Machine Learning, Customer Experience, and Infrastructure.




The FinHub team is tasked with creating a platform for financial data. Providing accurate and timely financial information is critical for Coinbase. This platform and tooling around it would help improve the process for accounting and finance activities. It will also act as the golden source of truth for the related data.







What you’ll be doing (ie. job duties):

Architect and develop platform for the financial data
Provide technical structure to teams and work closely with management and stakeholders to define strategic roadmaps
Manage individual projects priorities, deadlines and deliverables with your technical expertise
Mentor and train other team members on design techniques and coding standards
Write high quality, well tested code to meet the needs of your customers
Hands-on with coding
Plan and Implement the multi-year strategy for Finhub engineering with the technical leadership on your team
Collaborate with engineers, designers, product managers and senior leadership to turn our vision into a tangible roadmap every quarter
Add positive energy in every meeting, and make your coworkers feel included in every interaction
Engage with upstream teams and enforce SLAs for data availability and quality




What we look for in you (ie. job requirements):

8+ years of experience in software engineering
You’ve 2+ years of experience in architecting big data systems around technologies like Apache Spark and Hive
Experience in uplevelling junior engineers via processes and setting a high bar for them to follow
You know what high quality code — and software engineering processes — look like and know how to foster an environment that creates them
You’re passionate about building an open financial system that brings the world together
You’ve worked on integrating with NetSuite APIs
You’ve worked on developing financial tools - Reconciliation, Ledgers, Balance matching
You’ve worked on transforming business / product data to accounting/financial domain
You’ve worked in integrating banking partners or have a knowledge of bank statements (API based, file based, SWIFT)




Nice to haves:

You’ve worked with Golang, gRPC, Docker, SnowFlake, Databricks and advance SQL
You’ve have experience of working with finance and accounting teams
You’ve experience in performance tuning of big data systems
You’ve experience working with Kyriba integration
You’ve experience working with fintech domain










Commitment to Equal Opportunity




Coinbase is committed to diversity in its workforce and is proud to be an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, gender, national origin, age, disability, veteran status, sex, gender expression or identity, sexual orientation or any other basis protected by applicable law. Coinbase will also consider for employment qualified applicants with criminal histories in a manner consistent with applicable federal, state and local law. For US applicants, you may view Pay Transparency, Employee Rights and Equal Employment Opportunity is the Law notices by clicking on their corresponding links. Additionally, Coinbase participates in the E-Verify program in certain locations, as required by law.




Coinbase is also committed to providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the employment process, please send an e-mail to accommodations[at]coinbase.com and let us know the nature of your request and your contact information. For quick access to screen reading technology compatible with this site click here to download a free compatible screen reader (free step by step tutorial can be found here).




Global Data Privacy Notice for Job Candidates and Applicants




Depending on your location, the General Data Protection Regulation (GDPR) and California Consumer Privacy Act (CCPA) may regulate the way we manage the data of job applicants. Our full notice outlining how data will be processed as part of the application procedure for applicable locations is available here. By submitting your application, you are agreeing to our use and processing of your data as required.",
